,data
151,-0.6144884943992517
152,-0.340196997466113
153,-0.05171937430598872
154,0.2090153162176378
155,0.014704842301632048
156,0.10540062916478443
157,-0.371513591629148
158,-0.4047768932394509
159,0.19003731041297822
160,-0.5836306353996223
161,0.09117364146650186
162,-0.34277780824842163
163,0.188624472588369
164,0.5807967295426069
165,0.43493177667989436
166,-0.48602525269233265
167,-0.46229289756253344
168,0.28099068650433834
169,0.3072524518199604
170,-0.5375494050510308
171,-0.43918295896681847
172,0.31224010574584615
173,-0.24644438335335805
174,-0.12080268870980815
175,-0.5151471774768818
176,0.16203211249996174
177,-0.5056759757782561
178,0.10752153236726647
179,-0.5605913133633819
180,-0.4472776516811252
181,0.17741351368350777
182,-0.5384193503207506
183,0.08794999737837084
184,0.30724528224851166
185,-0.5515583685070498
186,0.016116903349532752
187,-0.2845764650631001
188,0.034415492044037155
189,-0.48245827711518074
190,0.4301975952541286
191,-0.5048739518093689
192,-0.5097668043333792
193,0.11220971729586693
194,-0.4313692337180347
195,0.26045805579536774
196,0.17362787660787227
197,-0.4422238944781264
198,-0.49312080742531783
199,0.5289231805261614
200,-0.22536254030527847
201,-0.1681544812201723
202,-0.44636641037537084
203,-0.5152166691313893
204,0.06157984165566077
205,0.37244178987883214
206,-0.4149311540869053
207,0.4057480987071693
208,-0.40833029146409705
209,0.5522571648484134
210,-0.11321635857038836
211,-0.20266758139925733
212,-0.4175456107123643
213,0.15090596323829475
214,-0.03652005444365436
215,0.6263592687452475
216,-0.3064343146065994
217,-0.354270920227548
218,-0.30770592165503885
219,0.1389709645185202
220,0.10679226351091398
221,-0.4030048490487589
222,0.5947066356041006
223,-0.5834674080481648
224,-0.5647816163176693
225,0.2187714754230521
226,-0.4767914496391906
227,-0.09656779847693875
228,-0.2970522473897932
229,-0.29515799127013387
230,0.1117691520608497
231,0.22709791086606135
232,-0.6755015627551514
233,-0.06306571522638738
234,0.48083021062432607
235,0.10970818761166101
236,0.39504100498997285
237,-0.5619773137440379
238,0.48042701662372056
239,-0.3550826296092303
240,-0.1122648637111382
241,0.224980210444375
242,0.16327185744466033
243,0.025708942657530987
244,-0.632516017977903
245,-0.3999526960701215
246,0.31833596907489126
247,0.1343740414422807
248,0.06485037145813588
249,-0.5912206992391446
250,0.25748638485043585
251,0.26848833465315525
252,0.37792753769486165
253,-0.03756058562564257
254,0.5094460082035883
255,-0.315147994638568
256,0.31351663191295387
257,0.19756316236686944
258,0.05109353153957796
259,-0.5326909249544733
260,-0.49162902788544527
261,-0.3566817676161982
262,-0.6350029296273856
263,-0.6129893922899223
264,-0.6194472664226777
265,0.16607895065491207
266,-0.6078439728654503
267,-0.5129618771343265
268,-0.08415324877685815
269,0.4340090678692021
270,-0.49623864194296075
271,-0.46949036347194406
272,0.025050470189637686
273,-0.7148275732747141
274,-0.5886354264552178
275,0.22392117123686361
276,-0.7105799166216844
277,-0.060623791292926055
278,-0.3293252791937973
279,-0.3969867314992799
280,-0.6126074441886571
281,0.4138922107262879
282,-0.4321468074202459
283,0.25514176438386227
284,-0.6857222875025053
285,0.002952100627311882
286,-0.3246550140619884
287,-0.5690810354856854
288,0.07243651944024587
289,-0.6890463358563939
290,-0.41828670270671353
291,-0.21158416031877558
292,0.1565858987490938
293,0.44793025988297974
294,0.1684069063027931
295,-0.422563303502294
296,0.26566385725504427
297,-0.415421257745768
298,0.08001650689108297
299,-0.5381908753131179
300,0.3190026933303691
301,0.1349612985498989
302,-0.3617077640810731
303,-0.5442018869371982
304,-0.42412415595270014
305,-0.5975510446160723
306,-0.6027850503678385
307,-0.5254899120182176
308,-0.4300775369765687
309,-0.555705282675996
310,-0.7430056342238598
311,0.5380384356577819
312,-0.23004344458529502
313,-0.5387235053544682
314,0.1665991041637287
315,-0.4811590925346776
316,0.34044497173675414
317,-0.36544593030865147
318,-0.4948635327231481
319,-0.44083204541253984
320,0.030597215262048838
321,-0.16532423471059454
322,-0.3293362291337517
323,0.2026064377441794
324,0.420924289054293
325,0.5172183425068066
326,-0.6235708664453005
327,-0.025291770636005184
328,0.5159036548075615
329,-0.4514877973815101
330,0.05225419546082177
331,0.49039433583496383
332,-0.4048557997887454
333,-0.3642848388993051
334,-0.420365831704682
335,0.0820657860747287
336,-0.898489172582911
337,-0.0517196714867455
338,0.20913865325167524
339,-0.5407593425553946
340,-0.7576192709951167
341,-0.39253567548528734
342,0.21943576384254326
343,0.14658180012809408
344,-0.5588026928741892
345,-0.6889584171756479
346,-0.2473515208220981
347,0.4108319869369017
348,-0.24577860690798636
349,-0.39193254346245254
350,-0.442853747198648
351,-0.4036668992954051
352,-0.4040538585104839
353,-0.5774945892019062
354,-0.07113741937969664
355,-0.6072191175380526
356,0.002331297311763514
357,-0.5731974523940643
358,-0.14930013523916874
359,-0.24813592543745822
360,0.23554179339665038
361,0.3238762238397499
362,-0.3340662665835541
363,0.11902474139749653
364,-0.6097605850065788
365,-0.03452144837199733
366,0.17322190728243236
367,-0.8685795649448409
368,0.1261230928154191
369,-0.3930747524447472
370,-0.006943163389427909
371,-0.39814590516581116
372,0.2518076109825349
373,-0.40307563306176075
374,-0.29892123329821485
375,-0.6294279724434043
376,0.2118230038605653
377,-0.06972277813800554
378,0.06347382766624254
379,-0.0426519376157003
380,-0.6204130189410463
381,-0.08199519545764411
382,-0.7791841891081026
383,-0.6056963259815853
384,0.2830594428616424
385,-0.21133867099336778
386,0.11443312142384321
387,0.04090386115649358
388,-0.3836973938435172
389,0.37296077361611957
390,-0.6579007387398597
391,0.05600580107103159
392,0.2530632977013867
393,0.29558926140303243
394,-0.03643344867676157
395,0.22439743315630367
396,-0.5472657422477448
397,0.09708503406550273
398,-0.30618094264329987
399,0.22189502331273747
400,-0.2804939082713528
401,-0.46589214186235595
402,-0.49758101775994523
403,0.7458522516394861
404,0.41393053195729634
405,-0.027658778842963083
406,-0.42274531008864913
407,0.3401854829124098
408,0.09786704778786115
409,-0.5310964616839211
410,-0.4995829778808565
411,0.12811059775661393
412,0.16585423178026004
413,-0.5150679211799738
414,-0.35845014952085097
415,-0.5773069245939118
416,-0.46323607619218254
417,-0.5055620253254366
418,-0.45259569768456087
419,0.19196799285043054
420,-0.4216004306959956
421,0.170535817522105
422,-0.37252300110606695
423,-0.41947873660351453
424,-0.02749163315655756
425,0.25581043647327006
426,0.4296704741435826
427,-0.4203173301030313
428,-0.4972991111075584
429,-0.637520108432436
430,-0.46450618381732267
431,-0.3781416460092901
432,-0.46560819100619966
433,-0.25876840100682286
434,-0.45477956339206893
435,-0.6502908738528277
436,-0.6338520857399903
437,0.36091857630546786
438,-0.5085412135386282
439,-0.7660749839372676
440,0.3385868748930083
441,0.06656105305512683
442,-0.42555422947763466
443,0.18901135614554487
444,0.25821984956365895
445,-0.40787203128605154
446,-0.6078716805601535
447,-0.7270774334317125
448,-0.34627075004648056
449,0.20998483060628126
450,0.4296211028916146
451,0.2096153622151311
452,-0.7635832924064283
453,-0.5525462152089258
454,-0.361592910378166
455,0.31851994572828524
456,-0.6172321127804681
457,0.17297226502771368
458,0.1290569321456203
459,-0.523114938622206
460,0.17148303503855744
461,-0.42107145565271786
462,-0.4100815549867659
463,-0.2249679318848944
464,-0.3425292508626222
465,-0.2044594748981825
466,-0.5909055549353233
467,-0.11109111047965092
468,-0.5531299590541485
469,-0.059753350846937225
470,0.3856548245515685
471,-0.40453282267741353
472,0.18043671583914134
473,0.13061475823567648
474,0.124136612913748
475,0.1457737148398126
476,-0.5457993186944134
477,0.23634303888280983
478,-0.5389044065520696
479,-0.21803937211317082
480,0.042983249553746106
481,-0.24400347930878674
482,0.08157707746491161
483,0.23191323202041625
484,-0.5471307494431534
485,-0.36827513440059556
486,0.47951482602915196
487,0.1782022638566252
488,0.2144592539444683
489,-0.409106534096346
490,0.07270988428211655
491,-0.00031374735390854447
492,0.2851367473680213
493,0.30159804016406166
494,0.29628206789338907
495,-0.3050291568303677
496,0.1716437890903344
497,0.0651367238079712
498,-0.6047110255750847
499,-0.6243011953423347
500,0.16246253437535274
501,-0.07179651396544062
502,0.41286987816545384
503,0.2088592179616826
504,0.008169545005156653
505,0.669022966764798
506,-0.3501717360709814
507,-0.29958575715428315
508,0.281073088019947
509,-0.4050293221394302
510,-0.458681092397522
511,-0.5447724612323468
512,0.447017226225618
513,0.5927263262068665
514,-0.4830157496210964
515,0.17801596540118014
516,0.23748954393312038
517,-0.6146495615079322
518,-0.504272771847041
519,0.43199593608860565
520,0.11901298980882058
521,0.2166733035011208
522,0.0012157150633667069
523,-0.5263073547560462
524,-0.7580564539632758
525,-0.6030778245837067
526,-0.5516547242105102
527,-0.1577193764007374
528,-0.6350305773879712
529,0.3592453645749234
530,-0.5255543355450008
531,0.2811560868249483
532,-0.4644814502572884
533,-0.3672854355510271
534,-0.3773722994077233
535,-0.017830962236632497
536,-0.5073010543967353
537,0.20779096923639218
538,0.07882858318637487
539,0.1769223219302638
540,-0.4696510702192406
541,-0.15093393462531846
542,-0.5642625365501026
543,-0.5061415005185228
544,0.14144456058296728
545,-0.06673067338723682
546,-0.3880836183535302
547,-0.6615595874474491
548,-0.5232983492901413
549,0.41541444414528206
550,-0.16428227887144564
551,0.38747273917445946
552,-0.5041444749006554
553,-0.3424583798033084
554,0.7847955823021495
555,-0.019217427690602862
556,-0.5774988788849693
557,0.053958232648838145
558,0.3766605666347589
559,0.1772440677947944
560,0.13831083946588896
561,-0.2755562757672665
562,0.20698958392053934
563,0.5198951021652665
564,-0.2971665992863668
565,-0.5449479506085437
566,0.2147681339541847
567,0.5439943020366871
568,0.24691182570784465
569,-0.0290661770883891
570,0.29394830537362693
571,0.02257581325449798
572,0.03688388994198122
573,0.32125978257781496
574,-0.48073389185936377
575,0.3751088626311716
576,-0.06765160325993658
577,-0.10572904322005028
578,-0.04564000387895395
579,0.23215281321770553
580,-0.5285500196685109
581,-0.04851546214345792
582,-0.6109016587907647
583,-0.5890882015461414
584,0.4496487958765609
585,0.28552927560028896
586,-0.4995959627916783
587,-0.0747019960536014
588,0.5612337011812112
589,-0.538320035993776
590,-0.4800385558816247
591,-0.31127179474471356
592,0.1904313899458756
593,0.6131870178817347
594,0.08345019273597032
595,-0.5730131915020572
596,0.06366336321147115
597,-0.5755187047191843
598,-0.320676519494822
599,-0.5454385919320367
600,0.369890267968755
601,-0.030579739060082045
602,0.002061207186177638
603,-0.4902567171321317
604,0.04310223977185412
605,0.09898336553320064
606,0.13385565373223995
607,0.17181290322638665
608,-0.593747590772308
609,-0.4332245317843889
610,0.063641046903393
611,-0.36004989035673796
612,-0.3248245129625261
613,-0.49697019472949067
614,0.03650609625162571
615,-0.04491493353327325
616,0.13332894212059543
617,-0.019740595887448587
618,0.12648673928556242
619,0.02219143239557586
620,0.43044886772941426
621,-0.4981609537010735
622,0.3875237930362989
623,-0.6194433184811061
624,-0.46619852670934014
625,-0.5803660568098338
626,0.3148156868542209
627,0.22718985497101696
628,-0.49080892825172884
629,-0.5469516567065008
630,-0.38046418882456756
631,0.11024423110328829
632,-0.41563062790711436
633,-0.4540975553265517
634,-0.09387921332842375
635,-0.017263741755174977
636,-0.47982304574767587
637,-0.47582377219380245
638,-0.6362786219574106
639,0.015288030256791707
640,0.32646129024525505
641,-0.5665487415293776
642,0.24426308486021564
643,0.027398180570524122
644,-0.30788452235607644
645,-0.5367937336644797
646,-0.542380514744738
647,0.1569216158248239
648,0.20745189710035628
649,0.36503855258715956
650,-0.44145943232225626
651,0.1378223358433408
652,-0.6058828977702313
653,-0.4825543920138643
654,0.14230768630664792
655,-0.5416561150756773
656,0.08129638580859111
657,-0.4335971553534813
658,-0.6405194132326568
659,0.23084928309648522
660,0.20012108658961458
661,-0.5067342518822706
662,-0.3718728199068656
663,0.14526651032392968
664,0.04399523902416225
665,0.37602543665390664
666,-0.7497850571849161
667,0.026552393887449455
668,0.3328115723577447
669,-0.36990705698715676
670,-0.006801522032895413
671,0.20793069512932116
672,-0.47696579009548656
673,-0.5250615622688455
674,-0.30923777948649567
675,0.08764890708670303
676,-0.43390807315721713
677,0.011739836269879733
678,0.22355471226983936
679,-0.5426677983864907
680,-0.6244504428499378
681,-0.6887766789142399
682,-0.6241466290546862
683,-0.5114764352033339
684,-0.6332450819577198
685,-0.18582419461366428
686,-0.2998447778050891
687,-0.425041161376871
688,0.23842351976079845
689,-0.5627398376868175
690,-0.6809101874355885
691,-0.42186436731327304
692,0.04982512985980825
693,-0.5846871763279087
694,0.15580708467661997
695,0.5388577859651362
696,0.17994337383289483
697,-0.43979313838818423
698,-0.5761462230177545
699,0.19919581725753166
700,-0.5803568294091105
701,-0.7293739515756879
702,0.14706215366529385
703,-0.46590760658194685
704,-0.3781420674210453
705,0.025368700552693912
706,0.1010596126748613
707,0.22938025279771623
708,-0.6094838794804845
709,0.29076353958499057
710,0.19674260819887102
711,0.1215651994156417
712,-0.4542028505479475
713,0.32053938623844447
714,0.0639515531122874
715,0.009126656639278252
716,0.3034146899693757
717,-0.4125824337523306
718,-0.5023888295991648
719,-0.5340471205526693
720,0.04696082001841151
721,-0.3935670400089689
722,-0.6331037595909754
723,-0.49422248858428874
724,0.6249905008018342
725,-0.6014668332915605
726,0.1696739486922343
727,-0.4046931376802364
728,-0.5071263958502976
729,-0.8210335180331332
730,-0.5165446991926979
731,-0.5602084185655818
732,-0.27578783718860433
733,0.28505992893894216
734,0.3574768675695632
735,0.029570532154379103
736,0.3367735311643649
737,-0.6838843284146363
738,-0.5123110743250472
739,0.12425770429921168
740,-0.5033196366299948
741,-0.6136280270855163
742,-0.7979866484375233
743,-0.2797619736506053
744,0.4300390706433892
745,-0.6027479879701396
746,-0.31182229977832
747,-0.16921254923168438
748,-0.4772941151931861
749,0.29423983114571817
750,-0.4003615360064464
751,-0.39255251013300074
752,-0.45452161962340987
753,0.08820931067826043
754,0.6385232360895146
755,0.2706299574020523
756,-0.4153842970639021
757,0.2160219271075534
758,-0.4026412119671152
759,-0.5397748707481816
760,-0.06460839165945498
761,0.1308258689653865
762,0.25915897679210764
763,-0.27962546097077967
764,-0.349935532353825
765,0.09641110169788725
766,0.325251356742257
767,-0.4546721252160032
768,0.03345843883067268
769,-0.522653049096181
770,-0.33841508037964885
771,-0.41840671983985145
772,0.17186561641780296
773,-0.6096283873442379
774,-0.49097840500544476
775,-0.5744342523857782
776,-0.4202430557558634
777,-0.21081387767759063
778,-0.5120243574673823
779,-0.04240040087965746
780,0.34746058301103
781,0.10046389966812841
782,-0.7358323009431201
783,-0.5474191546454179
784,0.382962353415615
785,0.2826228969167257
786,-0.5568443176567592
787,0.045954785522962505
788,-0.5854493329266239
789,0.24722893629850673
790,-0.1256982960185321
791,-0.10250681242129822
792,0.025864118084925503
793,-0.42089320136555786
794,0.3602215594183751
795,-0.5713022085911378
796,0.38004440257924044
797,-0.41436066517274517
798,-0.32377417767463534
799,-0.27466434545849094
800,-0.6076630841353878
801,-0.5847900978000995
802,0.11860778568063557
803,-0.47817957993454485
804,-0.023719553841150542
805,0.19097241597302372
806,-0.5563553642066881
807,-0.28153964676748455
808,-0.26131493989816046
809,-0.6809696993003052
810,-0.3676334687340438
811,0.3331867999591078
812,-0.6897354963882847
813,-0.7052245685735505
814,-0.3666216221834354
815,-0.043439003574491486
816,-0.36197285511228094
817,0.8684211483146691
818,-0.523448335524556
819,-0.20576149481864936
820,-0.17530469681075012
821,0.3912069903281117
822,-0.40142618892201365
823,0.5550085333502708
824,0.4034844625921712
825,1.0
826,-0.6267641662179506
827,-0.4029014044997711
828,-0.5137383876489117
829,-0.5412719442736134
830,0.6215909959948236
831,-0.6534249645502372
832,0.021458423489080003
833,-0.5595313498578192
834,0.04150555790074972
835,-0.488326551771314
836,-0.6633848429953388
837,-0.4836915104586078
838,-0.26896436635577625
839,-0.40939804882208475
840,0.3754959893366996
841,0.20592813487075645
842,0.012881927725401976
843,-0.0698083729760628
844,-0.5273256793624911
845,-0.540274160222934
846,-0.6846799445382885
847,-0.5142052843216262
848,0.44196023069448653
849,-0.47143693073118176
850,0.32227850841737316
851,-0.4493339350086014
852,-0.5014029767453221
853,-0.5116554791488037
854,-0.42799323687601754
855,-0.5018642429774222
856,0.5686371515166062
857,-0.6265487206635387
858,-0.09988904773667895
859,0.15410987191983816
860,-0.5416391731442591
861,0.20420055708328544
862,0.20454382914369584
863,-0.5881894641102264
864,-0.1896223433095584
865,-0.476099173343566
866,-0.48068478404528703
867,-0.1228639637518748
868,0.03900143760539021
869,-0.3717878212763046
870,0.19638890982400348
871,0.2634398435222818
872,0.5353391351732038
873,-0.6964250526830005
874,-0.5658627686778882
875,-0.6720633760995636
876,-0.04877024343282921
877,0.2823402128337633
878,-0.3957688668941186
879,-0.3025289821425122
880,0.3552214395447637
881,-0.391338264218564
882,-0.5465622638223049
883,0.24339094092761648
884,-0.3301480496628517
885,0.08528097784491151
886,-0.33236042288372536
887,0.12161533616827525
888,0.2418259384385686
889,0.33805535246660123
890,-0.7344595472095512
891,-0.45751574882868296
892,-0.41569017236185446
893,0.234389986315946
894,0.15503044294804313
895,0.45643433044151216
896,0.2905787829670583
897,-0.4773696648062544
898,-0.39863463212914096
899,0.30677154068475065
900,0.08659401676741729
901,-0.4527244148681636
902,-0.4319944251701432
903,0.19556337825893988
904,-0.44322342169163365
905,0.2610433543481545
906,-0.5997704961097479
907,-0.5101552593291352
908,-0.44082699633481126
909,-0.4606923649454585
910,0.13726876302588686
911,-0.42851909709329616
912,-0.3093574678649088
913,0.720457127674405
914,0.21778912533422212
915,0.20489521878376205
916,0.02352921045895373
917,-0.46345881278298506
918,0.15957155664778555
919,0.425831809740816
920,0.1764524965165606
921,0.12242613983544581
922,-0.6003537965930663
923,-0.5268241807875547
924,0.3448156487649978
925,-0.5337449736096391
926,-0.5405586674303435
927,-0.42521931879704733
928,-0.7224640364244854
929,-0.44517764649805214
930,-0.754715906830466
931,0.23633642317169845
932,-0.07544214199182286
933,-0.45103298138607206
934,0.12027784630292793
935,-0.5352770990338325
936,-0.48051344594510215
937,-0.6884937485550131
938,0.11388035787067952
939,0.23098870663175464
940,-0.4041470691510023
941,0.2328956296581648
942,0.4351398253773162
943,-0.3856724833283479
944,-0.38418766439895224
945,0.41744486468393416
946,0.02714889414798094
947,-0.6929145249210618
948,-0.4720684731773559
949,0.33172662544293785
950,0.4013684324304625
951,0.3253380074286416
952,-0.5019635228844155
953,0.26274351007710406
954,-0.6036053936696777
955,0.3070720973874981
956,-0.4787126997836618
957,-0.5491450729995058
958,-0.5593739788352021
959,0.2824112303650441
960,0.12091103229869193
961,-0.4881051089077919
962,0.5581059285960948
963,-0.5866784971078949
964,-0.07801233112827055
965,-0.42897387541960663
966,-0.40567849252806
967,-0.11066921702939181
968,-0.6307497005036449
969,-0.5021832232451189
970,-0.22037302775155376
971,-0.5130691019979412
972,-0.6998614173551831
973,-0.5686912440885652
974,0.2197322171877274
975,-0.5174190782591594
976,-0.0236057414033346
977,0.61739171015321
978,-0.43991494141713505
979,0.23858719852987909
980,-0.3359251008556192
981,0.1406624604451845
982,0.12162125288965919
983,-0.5848829460394301
984,0.3827818552422626
985,-0.7848450046897616
986,0.07081243499815315
987,0.5181631020586301
988,-0.4668147495135069
989,-0.39464959903723973
990,0.1920799113311975
991,0.2802577249697531
992,-0.3900073851594058
993,0.7308371782612042
994,0.4208164911956229
995,0.2825170907165766
996,-0.4837479376933732
997,-0.09408128552444683
998,-0.024266096527079006
999,-0.6170349484160705
1000,-0.6212442625454715
1001,-0.03508994840218049
1002,0.3483945474326462
1003,0.20881808534496527
1004,-0.6795333659521352
1005,-0.6479095284351086
1006,0.7962210703632171
1007,-0.46895817886337343
1008,-0.47808160390841115
1009,0.32446386065540134
1010,0.3089797240599703
1011,-0.6249041137990972
1012,-0.42986197431893713
1013,0.15437076989724763
1014,0.23534651640193327
1015,-0.7187974000977349
1016,-0.2127587451126146
1017,-0.4175921398070941
1018,-0.5583094574636348
1019,-0.4541372173982037
1020,-0.10753553321119258
1021,0.22106853475946409
1022,-0.2924769838973297
1023,-0.5691642283234459
1024,-0.36450205763245824
1025,0.10006644267698639
1026,-0.4362527877702437
1027,-0.538167990716304
1028,-0.2218299507047189
1029,-0.4461633104710846
1030,-0.05941386588079767
1031,0.3790253815362863
1032,-0.39569534764307335
1033,-0.38259867161689476
1034,0.15180432356776952
1035,-0.26146985739587925
1036,-0.6683248727425486
1037,0.20820388531389034
1038,0.6566707495524184
1039,0.22290401771698098
1040,0.061781655533896584
1041,0.19848675233243873
1042,-0.45855084613152475
1043,-0.6093036825825863
1044,-0.25856338366800313
1045,-0.6136322288294388
1046,-0.49293256888079784
1047,0.3069046509477844
1048,0.14181344280187602
1049,0.20879755831842495
1050,0.036640210855753086
1051,0.466688523550314
1052,0.15912448483196218
1053,0.1579040602138022
1054,0.05181865522471174
1055,-0.3806396785654159
1056,-0.452013693435401
1057,-0.5728383909083665
1058,-0.5474716575781831
1059,0.2776804772122077
1060,-0.6120658680662558
1061,0.09781523628961808
1062,-0.7346767345161367
1063,0.019230303146707817
1064,0.16476138696091236
1065,-0.08944985325617494
1066,0.14669795952084042
1067,-0.4890850034890667
1068,-0.49584271806651814
1069,0.2306235518237485
1070,0.15046475181323316
1071,-0.4595724699659366
1072,-0.4127478044478713
1073,-0.4567160141653922
1074,-0.4143632370244176
1075,-0.520914904970901
1076,-0.583209066013198
1077,0.03964577664045099
1078,-0.08535677995823665
1079,-0.019375486718121615
1080,-0.3918679977638668
1081,-0.5688822808497003
1082,0.28581120382429015
1083,0.08530323744151924
1084,0.3086439177269351
1085,-0.545334312833429
1086,-0.4165152913541089
1087,0.3431942244066566
1088,-0.4958140948797194
1089,-0.141989376944343
1090,0.12668798553883387
1091,-0.7089269476151738
1092,-0.39093468862782677
1093,-0.7692661339402818
1094,-0.3957261750336709
1095,0.5057475813898538
1096,-0.7120278611843963
1097,0.42449477788681333
1098,-0.5221504435217565
1099,0.41104882824057154
1100,-0.5628153140285443
1101,-0.562649870740044
1102,0.051019676124042235
1103,-0.034601493232296
1104,-0.22399424035452142
1105,0.21222138224295994
1106,0.2874426222691726
1107,-0.6959642584890529
1108,-0.5326148565413024
1109,-0.6222956132654225
1110,-0.4365737597814424
1111,-0.5223954056205229
1112,-0.061940375515844304
1113,0.01921295226550379
1114,-0.7354147049257629
1115,-0.07039195229196016
1116,0.25031491832618724
1117,0.7523764438410461
1118,-0.4661297540295959
1119,-0.6805996387288967
1120,-0.5114231312213544
1121,0.3374276932828153
1122,-0.6615269740975495
1123,0.429434582204987
1124,-0.7412813292958049
1125,-0.38008199621166516
1126,0.006282853985396519
1127,0.20470120046926588
1128,0.24014088063432637
1129,-0.6811987388945058
1130,-0.06551368756202947
1131,-0.5362647912839462
1132,-0.3565363027753383
1133,0.11770531565022502
1134,-0.2924177250200741
1135,-0.5475244315899161
1136,0.07244395828268946
1137,-0.6111318538903249
1138,-0.3592831273376281
1139,-0.03932117248123923
1140,0.17693705015938743
1141,0.11850257342655612
1142,-0.11941527029117771
1143,-0.6875136639957143
1144,-0.4524655407664556
1145,-0.3999798829032225
1146,0.4702877659363247
1147,-0.5312850429907012
1148,-0.4405273957385605
1149,0.09920546899746219
1150,-0.5778131291750461
1151,-0.4933434952923128
1152,-0.4707150564474454
1153,0.11465794782438676
1154,0.6429377575957778
1155,0.4866700104501629
1156,0.46876981188147004
1157,-0.7497157170638463
1158,-0.33638510646005304
1159,0.23079023350710082
1160,0.09603641661988327
1161,-0.4902475343105772
1162,0.2985789562812302
1163,-0.5647652854650136
1164,-0.35606409489011537
1165,-0.5569444525266373
1166,0.2915717631568029
1167,-0.578457787511047
1168,-0.3354946025290271
1169,-0.44287818605140206
1170,0.2501764383776026
1171,-0.48906464284215967
1172,-0.4795453856903563
1173,-0.6555514666124497
1174,0.07000397817011739
1175,-0.33248642939957007
1176,0.3530209937443727
1177,-0.3908818597494794
1178,0.2428672802523777
1179,0.2566021675302974
1180,-0.5754765355573214
1181,0.21114176898484405
1182,-0.47438646417875985
1183,-0.4141112328745533
1184,0.06509215598003948
1185,-0.04315540727503164
1186,-0.6281978153760674
1187,-0.54238175740365
1188,0.2428261315431699
1189,-0.47915357280646653
1190,-0.638200722330253
1191,0.19851775749488354
1192,0.40440243283902033
1193,-0.5523258165104016
1194,-0.4709855820584118
1195,0.24345819165764637
