cnt,casual,registered,dteday
0.08504098360655737,0.01634877384196185,0.08803611738148984,2011-01-06
0.06762295081967214,0.0326975476839237,0.062076749435665914,2011-01-06
0.0706967213114754,0.02997275204359673,0.06659142212189616,2011-01-06
0.0625,0.021798365122615803,0.060948081264108354,2011-01-06
0.08709016393442623,0.0326975476839237,0.0835214446952596,2011-01-06
0.17520491803278687,0.02452316076294278,0.18397291196388263,2011-01-06
0.16598360655737704,0.013623978201634877,0.17832957110609482,2011-01-06
0.11372950819672131,0.008174386920980926,0.12302483069977427,2011-01-06
0.06967213114754098,0.008174386920980926,0.0744920993227991,2011-01-06
0.04815573770491803,0.0,0.05417607223476298,2011-01-06
0.05225409836065574,0.0027247956403269754,0.05756207674943566,2011-01-06
0.022540983606557378,0.010899182561307902,0.02144469525959368,2011-01-06
0.01639344262295082,0.010899182561307902,0.014672686230248307,2011-01-07
0.006147540983606557,0.005449591280653951,0.0056433408577878106,2011-01-07
0.0,0.0,0.001128668171557562,2011-01-07
0.0,0.0,0.001128668171557562,2011-01-07
0.004098360655737705,0.0,0.0056433408577878106,2011-01-07
0.03381147540983607,0.021798365122615803,0.029345372460496615,2011-01-07
0.08504098360655737,0.021798365122615803,0.08577878103837472,2011-01-07
0.21413934426229508,0.05449591280653951,0.2144469525959368,2011-01-07
0.1362704918032787,0.02452316076294278,0.14108352144469527,2011-01-07
0.06352459016393443,0.043596730245231606,0.05304740406320542,2011-01-07
0.06762295081967214,0.051771117166212535,0.05417607223476298,2011-01-07
0.05942622950819672,0.02452316076294278,0.056433408577878104,2011-01-07
0.07377049180327869,0.02452316076294278,0.07223476297968397,2011-01-07
0.050204918032786885,0.01907356948228883,0.04853273137697517,2011-01-07
0.07274590163934426,0.02452316076294278,0.07110609480812641,2011-01-07
0.08811475409836066,0.013623978201634877,0.09255079006772009,2011-01-07
0.19057377049180327,0.02452316076294278,0.20090293453724606,2011-01-07
0.125,0.01907356948228883,0.1309255079006772,2011-01-07
0.09631147540983606,0.008174386920980926,0.1038374717832957,2011-01-07
0.05122950819672131,0.0027247956403269754,0.056433408577878104,2011-01-07
0.0389344262295082,0.0,0.04401805869074492,2011-01-07
0.035860655737704916,0.005449591280653951,0.03837471783295711,2011-01-07
0.014344262295081968,0.0027247956403269754,0.01580135440180587,2011-01-07
0.02459016393442623,0.0027247956403269754,0.02708803611738149,2011-01-08
0.015368852459016393,0.0027247956403269754,0.016930022573363433,2011-01-08
0.015368852459016393,0.008174386920980926,0.014672686230248307,2011-01-08
0.006147540983606557,0.0,0.007900677200902935,2011-01-08
0.0,0.0,0.001128668171557562,2011-01-08
0.004098360655737705,0.0,0.0056433408577878106,2011-01-08
0.0010245901639344263,0.0,0.002257336343115124,2011-01-08
0.00819672131147541,0.0027247956403269754,0.009029345372460496,2011-01-08
0.014344262295081968,0.0,0.016930022573363433,2011-01-08
0.0194672131147541,0.0,0.022573363431151242,2011-01-08
0.06147540983606557,0.013623978201634877,0.06320541760722348,2011-01-08
0.0625,0.005449591280653951,0.06772009029345373,2011-01-08
0.09938524590163934,0.021798365122615803,0.10158013544018059,2011-01-08
0.10348360655737705,0.01907356948228883,0.1072234762979684,2011-01-08
0.09631147540983606,0.0326975476839237,0.09367945823927765,2011-01-08
0.07479508196721311,0.013623978201634877,0.07787810383747178,2011-01-08
0.07684426229508197,0.021798365122615803,0.07674943566591422,2011-01-08
0.06967213114754098,0.013623978201634877,0.07223476297968397,2011-01-08
0.055327868852459015,0.008174386920980926,0.05869074492099323,2011-01-08
0.02971311475409836,0.010899182561307902,0.029345372460496615,2011-01-08
0.027663934426229508,0.0,0.03160270880361174,2011-01-08
0.036885245901639344,0.005449591280653951,0.039503386004514675,2011-01-08
0.03381147540983607,0.0027247956403269754,0.03724604966139955,2011-01-08
0.02151639344262295,0.0,0.024830699774266364,2011-01-08
0.02459016393442623,0.0027247956403269754,0.02708803611738149,2011-01-09
0.011270491803278689,0.0,0.013544018058690745,2011-01-09
0.010245901639344262,0.0,0.012415349887133182,2011-01-09
0.0030737704918032786,0.0,0.004514672686230248,2011-01-09
0.0,0.0,0.001128668171557562,2011-01-09
0.0,0.0,0.001128668171557562,2011-01-09
0.0,0.0,0.001128668171557562,2011-01-09
0.005122950819672131,0.0027247956403269754,0.0056433408577878106,2011-01-09
0.009221311475409836,0.0,0.011286681715575621,2011-01-09
0.018442622950819672,0.0,0.02144469525959368,2011-01-09
0.04918032786885246,0.0,0.055304740406320545,2011-01-09
0.04918032786885246,0.005449591280653951,0.05304740406320542,2011-01-09
0.08401639344262295,0.010899182561307902,0.08916478555304741,2011-01-09
0.07581967213114754,0.01634877384196185,0.07787810383747178,2011-01-09
0.07274590163934426,0.021798365122615803,0.07223476297968397,2011-01-09
0.08299180327868852,0.013623978201634877,0.08690744920993228,2011-01-09
0.0932377049180328,0.035422343324250684,0.08916478555304741,2011-01-09
0.0625,0.008174386920980926,0.06659142212189616,2011-01-09
0.04815573770491803,0.010899182561307902,0.04966139954853273,2011-01-09
0.040983606557377046,0.0027247956403269754,0.045146726862302484,2011-01-09
0.03790983606557377,0.0,0.04288939051918736,2011-01-09
0.0194672131147541,0.0027247956403269754,0.02144469525959368,2011-01-09
0.014344262295081968,0.013623978201634877,0.011286681715575621,2011-01-09
0.005122950819672131,0.0,0.006772009029345372,2011-01-09
0.004098360655737705,0.005449591280653951,0.003386004514672686,2011-01-10
0.0,0.0027247956403269754,0.0,2011-01-10
0.0020491803278688526,0.0,0.003386004514672686,2011-01-10
0.0,0.0,0.001128668171557562,2011-01-10
0.0020491803278688526,0.0027247956403269754,0.002257336343115124,2011-01-10
0.0020491803278688526,0.0,0.003386004514672686,2011-01-10
0.030737704918032786,0.0,0.034988713318284424,2011-01-10
0.0778688524590164,0.005449591280653951,0.08465011286681716,2011-01-10
0.1915983606557377,0.010899182561307902,0.2076749435665914,2011-01-10
0.09528688524590163,0.005449591280653951,0.1038374717832957,2011-01-10
0.030737704918032786,0.0,0.034988713318284424,2011-01-10
0.02971311475409836,0.005449591280653951,0.03160270880361174,2011-01-10
0.05225409836065574,0.013623978201634877,0.05304740406320542,2011-01-10
0.05430327868852459,0.010899182561307902,0.056433408577878104,2011-01-10
0.0471311475409836,0.0,0.05304740406320542,2011-01-10
0.045081967213114756,0.005449591280653951,0.04853273137697517,2011-01-10
0.07479508196721311,0.010899182561307902,0.07900677200902935,2011-01-10
0.18135245901639344,0.010899182561307902,0.1963882618510158,2011-01-10
0.15778688524590165,0.0027247956403269754,0.17381489841986456,2011-01-10
0.09631147540983606,0.008174386920980926,0.1038374717832957,2011-01-10
0.07479508196721311,0.0027247956403269754,0.08239277652370203,2011-01-10
0.03790983606557377,0.0027247956403269754,0.0417607223476298,2011-01-10
0.0235655737704918,0.005449591280653951,0.024830699774266364,2011-01-10
0.017418032786885244,0.0,0.020316027088036117,2011-01-10
0.011270491803278689,0.005449591280653951,0.011286681715575621,2011-01-11
0.0020491803278688526,0.0,0.003386004514672686,2011-01-11
0.0020491803278688526,0.0,0.003386004514672686,2011-01-11
0.005122950819672131,0.0,0.006772009029345372,2011-01-11
0.02663934426229508,0.0,0.030474040632054177,2011-01-11
0.10040983606557377,0.005449591280653951,0.10948081264108352,2011-01-11
0.22131147540983606,0.008174386920980926,0.24153498871331827,2011-01-11
0.13217213114754098,0.008174386920980926,0.1433408577878104,2011-01-11
0.05430327868852459,0.008174386920980926,0.05756207674943566,2011-01-11
0.03483606557377049,0.010899182561307902,0.034988713318284424,2011-01-11
0.05737704918032787,0.005449591280653951,0.062076749435665914,2011-01-11
0.05225409836065574,0.01634877384196185,0.05191873589164785,2011-01-11
0.06352459016393443,0.008174386920980926,0.06772009029345373,2011-01-11
0.0471311475409836,0.005449591280653951,0.050790067720090294,2011-01-11
0.07684426229508197,0.010899182561307902,0.08126410835214447,2011-01-11
0.13831967213114754,0.01634877384196185,0.14672686230248308,2011-01-11
0.09631147540983606,0.0027247956403269754,0.10609480812641084,2011-01-11
0.05122950819672131,0.0,0.05756207674943566,2011-01-11
0.031762295081967214,0.0,0.03611738148984198,2011-01-11
0.0194672131147541,0.0,0.022573363431151242,2011-01-11
0.028688524590163935,0.0027247956403269754,0.03160270880361174,2011-01-11
0.018442622950819672,0.0027247956403269754,0.020316027088036117,2011-01-11
0.006147540983606557,0.0,0.007900677200902935,2011-01-12
0.005122950819672131,0.0,0.006772009029345372,2011-01-12
0.0,0.0,0.001128668171557562,2011-01-12
0.004098360655737705,0.0,0.0056433408577878106,2011-01-12
0.015368852459016393,0.0,0.01805869074492099,2011-01-12
0.05430327868852459,0.0,0.060948081264108354,2011-01-12
0.13012295081967212,0.008174386920980926,0.14108352144469527,2011-01-12
0.08196721311475409,0.008174386920980926,0.08803611738148984,2011-01-12
0.0389344262295082,0.0,0.04401805869074492,2011-01-12
0.03483606557377049,0.008174386920980926,0.03611738148984198,2011-01-12
0.055327868852459015,0.008174386920980926,0.05869074492099323,2011-01-12
0.04918032786885246,0.0,0.055304740406320545,2011-01-12
0.04405737704918033,0.0,0.04966139954853273,2011-01-12
0.04918032786885246,0.0027247956403269754,0.05417607223476298,2011-01-12
0.06864754098360656,0.013623978201634877,0.07110609480812641,2011-01-12
0.1413934426229508,0.0,0.15688487584650113,2011-01-12
0.13934426229508196,0.005449591280653951,0.1523702031602709,2011-01-12
0.08401639344262295,0.0027247956403269754,0.09255079006772009,2011-01-12
0.05635245901639344,0.005449591280653951,0.060948081264108354,2011-01-12
0.05737704918032787,0.0,0.06433408577878104,2011-01-12
0.03278688524590164,0.0027247956403269754,0.03611738148984198,2011-01-12
0.0194672131147541,0.0027247956403269754,0.02144469525959368,2011-01-12
0.006147540983606557,0.0027247956403269754,0.006772009029345372,2011-01-13
0.0010245901639344263,0.0,0.002257336343115124,2011-01-13
0.0010245901639344263,0.0,0.002257336343115124,2011-01-13
0.0020491803278688526,0.0,0.003386004514672686,2011-01-13
0.0030737704918032786,0.0,0.004514672686230248,2011-01-13
0.0020491803278688526,0.0,0.003386004514672686,2011-01-13
0.027663934426229508,0.0,0.03160270880361174,2011-01-13
0.07274590163934426,0.0,0.08126410835214447,2011-01-13
0.20594262295081966,0.013623978201634877,0.22234762979683972,2011-01-13
0.1413934426229508,0.005449591280653951,0.154627539503386,2011-01-13
0.03790983606557377,0.005449591280653951,0.040632054176072234,2011-01-13
0.036885245901639344,0.010899182561307902,0.03724604966139955,2011-01-13
0.05225409836065574,0.008174386920980926,0.055304740406320545,2011-01-13
0.08401639344262295,0.005449591280653951,0.09142212189616253,2011-01-13
0.042008196721311473,0.008174386920980926,0.04401805869074492,2011-01-13
0.060450819672131145,0.013623978201634877,0.062076749435665914,2011-01-13
0.07889344262295082,0.005449591280653951,0.08577878103837472,2011-01-13
0.16495901639344263,0.010899182561307902,0.17832957110609482,2011-01-13
0.14651639344262296,0.008174386920980926,0.15914221218961624,2011-01-13
0.10040983606557377,0.0027247956403269754,0.11060948081264109,2011-01-13
0.06454918032786885,0.0,0.07223476297968397,2011-01-13
0.039959016393442626,0.0,0.045146726862302484,2011-01-13
0.02971311475409836,0.0,0.033860045146726865,2011-01-13
0.014344262295081968,0.0027247956403269754,0.01580135440180587,2011-01-13
0.01331967213114754,0.0,0.01580135440180587,2011-01-14
0.004098360655737705,0.0,0.0056433408577878106,2011-01-14
0.0,0.0,0.001128668171557562,2011-01-14
0.0,0.0,0.001128668171557562,2011-01-14
0.007172131147540984,0.0,0.009029345372460496,2011-01-14
0.01639344262295082,0.0,0.019187358916478554,2011-01-14
0.0706967213114754,0.0,0.07900677200902935,2011-01-14
0.16086065573770492,0.005449591280653951,0.17607223476297967,2011-01-14
0.11885245901639344,0.0,0.13205417607223477,2011-01-14
0.04405737704918033,0.010899182561307902,0.045146726862302484,2011-01-14
0.05327868852459016,0.01634877384196185,0.05304740406320542,2011-01-14
0.06147540983606557,0.005449591280653951,0.06659142212189616,2011-01-14
0.0778688524590164,0.010899182561307902,0.08239277652370203,2011-01-14
0.06454918032786885,0.013623978201634877,0.06659142212189616,2011-01-14
0.06864754098360656,0.02452316076294278,0.06659142212189616,2011-01-14
0.09118852459016394,0.008174386920980926,0.0981941309255079,2011-01-14
0.16188524590163936,0.010899182561307902,0.17494356659142213,2011-01-14
0.1413934426229508,0.013623978201634877,0.15124153498871332,2011-01-14
0.0932377049180328,0.008174386920980926,0.10045146726862303,2011-01-14
0.06864754098360656,0.0,0.07674943566591422,2011-01-14
0.05225409836065574,0.010899182561307902,0.05417607223476298,2011-01-14
0.035860655737704916,0.005449591280653951,0.03837471783295711,2011-01-14
0.02663934426229508,0.0027247956403269754,0.029345372460496615,2011-01-14
0.027663934426229508,0.008174386920980926,0.028216704288939052,2011-01-15
0.0194672131147541,0.005449591280653951,0.020316027088036117,2011-01-15
0.011270491803278689,0.0,0.013544018058690745,2011-01-15
0.007172131147540984,0.0027247956403269754,0.007900677200902935,2011-01-15
0.004098360655737705,0.0,0.0056433408577878106,2011-01-15
0.0,0.0,0.001128668171557562,2011-01-15
0.0020491803278688526,0.0027247956403269754,0.002257336343115124,2011-01-15
0.009221311475409836,0.0027247956403269754,0.010158013544018058,2011-01-15
0.022540983606557378,0.0027247956403269754,0.024830699774266364,2011-01-15
0.03278688524590164,0.005449591280653951,0.034988713318284424,2011-01-15
0.05942622950819672,0.005449591280653951,0.06433408577878104,2011-01-15
0.07274590163934426,0.04904632152588556,0.060948081264108354,2011-01-15
0.09016393442622951,0.04087193460490463,0.0835214446952596,2011-01-15
0.10245901639344263,0.05722070844686648,0.09029345372460497,2011-01-15
0.11987704918032786,0.07084468664850137,0.1038374717832957,2011-01-15
0.13114754098360656,0.05722070844686648,0.12189616252821671,2011-01-15
0.13012295081967212,0.08991825613079019,0.1072234762979684,2011-01-15
0.08401639344262295,0.07901907356948229,0.060948081264108354,2011-01-15
0.08504098360655737,0.04087193460490463,0.07787810383747178,2011-01-15
0.07479508196721311,0.03814713896457766,0.06772009029345373,2011-01-15
0.040983606557377046,0.01634877384196185,0.039503386004514675,2011-01-15
0.05737704918032787,0.01634877384196185,0.05756207674943566,2011-01-15
0.025614754098360656,0.0,0.029345372460496615,2011-01-15
0.04405737704918033,0.013623978201634877,0.04401805869074492,2011-01-15
0.0389344262295082,0.01634877384196185,0.03724604966139955,2011-01-16
0.022540983606557378,0.010899182561307902,0.02144469525959368,2011-01-16
0.015368852459016393,0.008174386920980926,0.014672686230248307,2011-01-16
0.014344262295081968,0.02452316076294278,0.006772009029345372,2011-01-16
0.0,0.0,0.001128668171557562,2011-01-16
0.0010245901639344263,0.0027247956403269754,0.001128668171557562,2011-01-16
0.0,0.0,0.001128668171557562,2011-01-16
0.0020491803278688526,0.0,0.003386004514672686,2011-01-16
0.017418032786885244,0.0,0.020316027088036117,2011-01-16
0.031762295081967214,0.008174386920980926,0.0327313769751693,2011-01-16
0.07991803278688525,0.021798365122615803,0.08013544018058691,2011-01-16
0.0942622950819672,0.06267029972752043,0.07900677200902935,2011-01-16
0.10553278688524591,0.07901907356948229,0.08465011286681716,2011-01-16
0.11987704918032786,0.06267029972752043,0.1072234762979684,2011-01-16
0.09221311475409837,0.05994550408719346,0.07787810383747178,2011-01-16
0.11475409836065574,0.09536784741144415,0.08803611738148984,2011-01-16
0.10040983606557377,0.05994550408719346,0.08690744920993228,2011-01-16
0.10655737704918032,0.06267029972752043,0.09255079006772009,2011-01-16
0.06762295081967214,0.02997275204359673,0.06320541760722348,2011-01-16
0.06147540983606557,0.03814713896457766,0.05304740406320542,2011-01-16
0.05737704918032787,0.01907356948228883,0.056433408577878104,2011-01-16
0.027663934426229508,0.01634877384196185,0.024830699774266364,2011-01-16
0.020491803278688523,0.005449591280653951,0.02144469525959368,2011-01-16
0.017418032786885244,0.0,0.020316027088036117,2011-01-16
0.01639344262295082,0.0027247956403269754,0.01805869074492099,2011-01-17
0.015368852459016393,0.0027247956403269754,0.016930022573363433,2011-01-17
0.007172131147540984,0.0,0.009029345372460496,2011-01-17
0.0010245901639344263,0.0,0.002257336343115124,2011-01-17
0.0020491803278688526,0.0027247956403269754,0.002257336343115124,2011-01-17
0.0,0.0,0.001128668171557562,2011-01-17
0.004098360655737705,0.0,0.0056433408577878106,2011-01-17
0.012295081967213115,0.010899182561307902,0.010158013544018058,2011-01-17
0.03278688524590164,0.008174386920980926,0.033860045146726865,2011-01-17
0.0471311475409836,0.021798365122615803,0.04401805869074492,2011-01-17
0.05737704918032787,0.01907356948228883,0.056433408577878104,2011-01-17
0.06454918032786885,0.02452316076294278,0.062076749435665914,2011-01-17
0.08094262295081968,0.027247956403269755,0.07900677200902935,2011-01-17
0.0942622950819672,0.035422343324250684,0.09029345372460497,2011-01-17
0.08709016393442623,0.0326975476839237,0.0835214446952596,2011-01-17
0.0942622950819672,0.05722070844686648,0.08126410835214447,2011-01-17
0.08299180327868852,0.01634877384196185,0.08577878103837472,2011-01-17
0.07172131147540983,0.010899182561307902,0.07562076749435666,2011-01-17
0.0932377049180328,0.01907356948228883,0.09593679458239278,2011-01-17
0.060450819672131145,0.005449591280653951,0.0654627539503386,2011-01-17
0.03278688524590164,0.010899182561307902,0.0327313769751693,2011-01-17
0.02663934426229508,0.008174386920980926,0.02708803611738149,2011-01-17
0.012295081967213115,0.0,0.014672686230248307,2011-01-17
0.0030737704918032786,0.0027247956403269754,0.003386004514672686,2011-01-17
0.0020491803278688526,0.0,0.003386004514672686,2011-01-18
0.02151639344262295,0.0,0.024830699774266364,2011-01-18
0.027663934426229508,0.005449591280653951,0.029345372460496615,2011-01-18
0.03483606557377049,0.008174386920980926,0.03611738148984198,2011-01-18
0.06147540983606557,0.0,0.06884875846501129,2011-01-18
0.12704918032786885,0.0027247956403269754,0.1399548532731377,2011-01-18
0.13524590163934427,0.0027247956403269754,0.1489841986455982,2011-01-18
0.10040983606557377,0.0027247956403269754,0.11060948081264109,2011-01-18
0.08401639344262295,0.0,0.09367945823927765,2011-01-18
0.040983606557377046,0.0,0.046275395033860044,2011-01-18
0.03278688524590164,0.0,0.03724604966139955,2011-01-18
0.0194672131147541,0.0027247956403269754,0.02144469525959368,2011-01-18
0.0020491803278688526,0.0,0.003386004514672686,2011-01-19
0.006147540983606557,0.0027247956403269754,0.006772009029345372,2011-01-19
0.0020491803278688526,0.0,0.003386004514672686,2011-01-19
0.0010245901639344263,0.0027247956403269754,0.001128668171557562,2011-01-19
0.006147540983606557,0.0,0.007900677200902935,2011-01-19
0.031762295081967214,0.0,0.03611738148984198,2011-01-19
0.09118852459016394,0.0027247956403269754,0.10045146726862303,2011-01-19
0.20081967213114754,0.0027247956403269754,0.22121896162528218,2011-01-19
0.11065573770491803,0.005449591280653951,0.12076749435665914,2011-01-19
0.0471311475409836,0.0027247956403269754,0.05191873589164785,2011-01-19
0.05225409836065574,0.013623978201634877,0.05304740406320542,2011-01-19
0.0706967213114754,0.013623978201634877,0.07336343115124154,2011-01-19
0.07889344262295082,0.02997275204359673,0.07562076749435666,2011-01-19
0.07581967213114754,0.01907356948228883,0.07674943566591422,2011-01-19
0.08299180327868852,0.010899182561307902,0.08803611738148984,2011-01-19
0.10553278688524591,0.027247956403269755,0.10609480812641084,2011-01-19
0.20081967213114754,0.01907356948228883,0.2144469525959368,2011-01-19
0.16393442622950818,0.013623978201634877,0.17607223476297967,2011-01-19
0.11372950819672131,0.010899182561307902,0.12189616252821671,2011-01-19
0.07684426229508197,0.005449591280653951,0.0835214446952596,2011-01-19
0.05942622950819672,0.010899182561307902,0.062076749435665914,2011-01-19
0.05942622950819672,0.01634877384196185,0.05981941309255079,2011-01-19
